,SetName,Gene
3503,CHANG_CORE_SERUM_RESPONSE_UP,MYL6
3504,CHANG_CORE_SERUM_RESPONSE_UP,MCM7
3505,CHANG_CORE_SERUM_RESPONSE_UP,MAGOHB
3506,CHANG_CORE_SERUM_RESPONSE_UP,FAM89B
3507,CHANG_CORE_SERUM_RESPONSE_UP,TOMM40
3508,CHANG_CORE_SERUM_RESPONSE_UP,CDCA4
3509,CHANG_CORE_SERUM_RESPONSE_UP,MT3
3510,CHANG_CORE_SERUM_RESPONSE_UP,MTHFD1
3511,CHANG_CORE_SERUM_RESPONSE_UP,PSMD12
3512,CHANG_CORE_SERUM_RESPONSE_UP,MYBL2
3513,CHANG_CORE_SERUM_RESPONSE_UP,CKLF
3514,CHANG_CORE_SERUM_RESPONSE_UP,NRIP3
3515,CHANG_CORE_SERUM_RESPONSE_UP,EZR
3516,CHANG_CORE_SERUM_RESPONSE_UP,C12orf24
3517,CHANG_CORE_SERUM_RESPONSE_UP,GPLD1
3518,CHANG_CORE_SERUM_RESPONSE_UP,SRM
3519,CHANG_CORE_SERUM_RESPONSE_UP,RAB3B
3520,CHANG_CORE_SERUM_RESPONSE_UP,NLN
3521,CHANG_CORE_SERUM_RESPONSE_UP,MT1F
3522,CHANG_CORE_SERUM_RESPONSE_UP,TNFRSF12A
3523,CHANG_CORE_SERUM_RESPONSE_UP,TPI1
3524,CHANG_CORE_SERUM_RESPONSE_UP,HAS2
3525,CHANG_CORE_SERUM_RESPONSE_UP,APOO
3526,CHANG_CORE_SERUM_RESPONSE_UP,FBXO41
3527,CHANG_CORE_SERUM_RESPONSE_UP,MRPL37
3528,CHANG_CORE_SERUM_RESPONSE_UP,GSTCD
3529,CHANG_CORE_SERUM_RESPONSE_UP,SDC1
3530,CHANG_CORE_SERUM_RESPONSE_UP,WDR54
3531,CHANG_CORE_SERUM_RESPONSE_UP,RNF138
3532,CHANG_CORE_SERUM_RESPONSE_UP,APITD1
3533,CHANG_CORE_SERUM_RESPONSE_UP,RMND5B
3534,CHANG_CORE_SERUM_RESPONSE_UP,ENO1
3535,CHANG_CORE_SERUM_RESPONSE_UP,MAP3K8
3536,CHANG_CORE_SERUM_RESPONSE_UP,TMEM130
3537,CHANG_CORE_SERUM_RESPONSE_UP,SNX17
3538,CHANG_CORE_SERUM_RESPONSE_UP,KRR1
3539,CHANG_CORE_SERUM_RESPONSE_UP,TAGLN
3540,CHANG_CORE_SERUM_RESPONSE_UP,PA2G4
3541,CHANG_CORE_SERUM_RESPONSE_UP,RUVBL1
3542,CHANG_CORE_SERUM_RESPONSE_UP,SNRPD1
3543,CHANG_CORE_SERUM_RESPONSE_UP,LOXL2
3544,CHANG_CORE_SERUM_RESPONSE_UP,POLE2
3545,CHANG_CORE_SERUM_RESPONSE_UP,MAPRE1
3546,CHANG_CORE_SERUM_RESPONSE_UP,IMP4
3547,CHANG_CORE_SERUM_RESPONSE_UP,EMP2
3548,CHANG_CORE_SERUM_RESPONSE_UP,PSMD2
3549,CHANG_CORE_SERUM_RESPONSE_UP,MET
3550,CHANG_CORE_SERUM_RESPONSE_UP,IFRD2
3551,CHANG_CORE_SERUM_RESPONSE_UP,LMNB2
3552,CHANG_CORE_SERUM_RESPONSE_UP,PLOD2
3553,CHANG_CORE_SERUM_RESPONSE_UP,NCEH1
3554,CHANG_CORE_SERUM_RESPONSE_UP,NME1
3555,CHANG_CORE_SERUM_RESPONSE_UP,STRA13
3556,CHANG_CORE_SERUM_RESPONSE_UP,ACTL6A
3557,CHANG_CORE_SERUM_RESPONSE_UP,DLEU1
3558,CHANG_CORE_SERUM_RESPONSE_UP,SNRPA1
3559,CHANG_CORE_SERUM_RESPONSE_UP,CBX1
3560,CHANG_CORE_SERUM_RESPONSE_UP,LYAR
3561,CHANG_CORE_SERUM_RESPONSE_UP,PTPLB
3562,CHANG_CORE_SERUM_RESPONSE_UP,PFN1
3563,CHANG_CORE_SERUM_RESPONSE_UP,CENPJ
3564,CHANG_CORE_SERUM_RESPONSE_UP,COTL1
3565,CHANG_CORE_SERUM_RESPONSE_UP,SPRYD7
3566,CHANG_CORE_SERUM_RESPONSE_UP,USPL1
3567,CHANG_CORE_SERUM_RESPONSE_UP,MRPL12
3568,CHANG_CORE_SERUM_RESPONSE_UP,ADAMTS1
3569,CHANG_CORE_SERUM_RESPONSE_UP,GLRX3
3570,CHANG_CORE_SERUM_RESPONSE_UP,WSB2
3571,CHANG_CORE_SERUM_RESPONSE_UP,MRPS16
3572,CHANG_CORE_SERUM_RESPONSE_UP,DCLRE1B
3573,CHANG_CORE_SERUM_RESPONSE_UP,MKKS
3574,CHANG_CORE_SERUM_RESPONSE_UP,C3orf26
3575,CHANG_CORE_SERUM_RESPONSE_UP,CPEB4
3576,CHANG_CORE_SERUM_RESPONSE_UP,SPAG17
3577,CHANG_CORE_SERUM_RESPONSE_UP,MLF1IP
3578,CHANG_CORE_SERUM_RESPONSE_UP,UAP1
3579,CHANG_CORE_SERUM_RESPONSE_UP,COQ2
3580,CHANG_CORE_SERUM_RESPONSE_UP,WDHD1
3581,CHANG_CORE_SERUM_RESPONSE_UP,DCBLD2
3582,CHANG_CORE_SERUM_RESPONSE_UP,KIAA0090
3583,CHANG_CORE_SERUM_RESPONSE_UP,SAR1B
3584,CHANG_CORE_SERUM_RESPONSE_UP,PSMA7
3585,CHANG_CORE_SERUM_RESPONSE_UP,PSMC3
3586,CHANG_CORE_SERUM_RESPONSE_UP,COPS6
3587,CHANG_CORE_SERUM_RESPONSE_UP,DUT
3588,CHANG_CORE_SERUM_RESPONSE_UP,PPIH
3589,CHANG_CORE_SERUM_RESPONSE_UP,PHF19
3590,CHANG_CORE_SERUM_RESPONSE_UP,TPM2
3591,CHANG_CORE_SERUM_RESPONSE_UP,MCTS1
3592,CHANG_CORE_SERUM_RESPONSE_UP,EIF4EBP1
3593,CHANG_CORE_SERUM_RESPONSE_UP,HNRNPR
3594,CSR_Activated_15701700,ACAS2
3595,CSR_Activated_15701700,ACINUS
3596,CSR_Activated_15701700,ADAMTS1
3597,CSR_Activated_15701700,ADD3
3598,CSR_Activated_15701700,AIP1
3599,CSR_Activated_15701700,ALEX3
3600,CSR_Activated_15701700,APOD
3601,CSR_Activated_15701700,APP
3602,CSR_Activated_15701700,ARHC
3603,CSR_Activated_15701700,ARHGAP12
3604,CSR_Activated_15701700,ARHGEF3
3605,CSR_Activated_15701700,ATP6V0A1
3606,CSR_Activated_15701700,AXIN2
3607,CSR_Activated_15701700,BAF53A
3608,CSR_Activated_15701700,BBC3
3609,CSR_Activated_15701700,BCCIP
3610,CSR_Activated_15701700,BCL6
3611,CSR_Activated_15701700,BF
3612,CSR_Activated_15701700,BHC80
3613,CSR_Activated_15701700,BHLHB2
3614,CSR_Activated_15701700,BM039
3615,CSR_Activated_15701700,BOCT
3616,CSR_Activated_15701700,BRCA2
3617,CSR_Activated_15701700,BRIP1
3618,CSR_Activated_15701700,C11ORF14
3619,CSR_Activated_15701700,C11ORF24
3620,CSR_Activated_15701700,C13ORF1
3621,CSR_Activated_15701700,C1ORF33
3622,CSR_Activated_15701700,C1S
3623,CSR_Activated_15701700,C20ORF108
3624,CSR_Activated_15701700,C5ORF4
3625,CSR_Activated_15701700,C6ORF55
3626,CSR_Activated_15701700,C8ORF13
3627,CSR_Activated_15701700,CAMLG
3628,CSR_Activated_15701700,CBX1
3629,CSR_Activated_15701700,CCNG2
3630,CSR_Activated_15701700,CCNL2
3631,CSR_Activated_15701700,CCT5
3632,CSR_Activated_15701700,CDC14B
3633,CSR_Activated_15701700,CDCA4
3634,CSR_Activated_15701700,CDK2
3635,CSR_Activated_15701700,CDKN1A
3636,CSR_Activated_15701700,CDKN1C
3637,CSR_Activated_15701700,CENPJ
3638,CSR_Activated_15701700,CGI-121
3639,CSR_Activated_15701700,CHEK1
3640,CSR_Activated_15701700,CKLF
3641,CSR_Activated_15701700,CL640
3642,CSR_Activated_15701700,CLCN6
3643,CSR_Activated_15701700,CLIC2
3644,CSR_Activated_15701700,CNTNAP1
3645,CSR_Activated_15701700,COPS6
3646,CSR_Activated_15701700,CORO1C
3647,CSR_Activated_15701700,COTL1
3648,CSR_Activated_15701700,COX17
3649,CSR_Activated_15701700,CPR8
3650,CSR_Activated_15701700,CRTAP
3651,CSR_Activated_15701700,CSF1
3652,CSR_Activated_15701700,CST3
3653,CSR_Activated_15701700,CTNS
3654,CSR_Activated_15701700,CTSF
3655,CSR_Activated_15701700,CYP27A1
3656,CSR_Activated_15701700,DC13
3657,CSR_Activated_15701700,DCK
3658,CSR_Activated_15701700,DCLRE1B
3659,CSR_Activated_15701700,DEPP
3660,CSR_Activated_15701700,DHFR
3661,CSR_Activated_15701700,DHRS6
3662,CSR_Activated_15701700,DKFZP434B103
3663,CSR_Activated_15701700,DKFZP434L142
3664,CSR_Activated_15701700,DKFZP434O1427
3665,CSR_Activated_15701700,DKFZP586A0522
3666,CSR_Activated_15701700,DKFZP727G051
3667,CSR_Activated_15701700,DKFZP761L1417
3668,CSR_Activated_15701700,DKFZP762H185
3669,CSR_Activated_15701700,DLEU1
3670,CSR_Activated_15701700,DLEU2
3671,CSR_Activated_15701700,DNM1
3672,CSR_Activated_15701700,DPP7
3673,CSR_Activated_15701700,DPYSL2
3674,CSR_Activated_15701700,DUSP22
3675,CSR_Activated_15701700,DUT
3676,CSR_Activated_15701700,EBNA1BP2
3677,CSR_Activated_15701700,EEF1E1
3678,CSR_Activated_15701700,EIF4EBP1
3679,CSR_Activated_15701700,EIF4G1
3680,CSR_Activated_15701700,EMP2
3681,CSR_Activated_15701700,ENIGMA
3682,CSR_Activated_15701700,ENO1
3683,CSR_Activated_15701700,EPHB1
3684,CSR_Activated_15701700,ERP70
3685,CSR_Activated_15701700,ESDN
3686,CSR_Activated_15701700,F10
3687,CSR_Activated_15701700,F3
3688,CSR_Activated_15701700,FABP3
3689,CSR_Activated_15701700,FACL3
3690,CSR_Activated_15701700,FADS1
3691,CSR_Activated_15701700,FADS2
3692,CSR_Activated_15701700,FARSL
3693,CSR_Activated_15701700,FCGRT
3694,CSR_Activated_15701700,FDPS
3695,CSR_Activated_15701700,FLJ10036
3696,CSR_Activated_15701700,FLJ10292
3697,CSR_Activated_15701700,FLJ10407
3698,CSR_Activated_15701700,FLJ10618
3699,CSR_Activated_15701700,FLJ10849
3700,CSR_Activated_15701700,FLJ10948
3701,CSR_Activated_15701700,FLJ10983
3702,CSR_Activated_15701700,FLJ11286
3703,CSR_Activated_15701700,FLJ12643
3704,CSR_Activated_15701700,FLJ12953
3705,CSR_Activated_15701700,FLJ14525
3706,CSR_Activated_15701700,FLJ20059
3707,CSR_Activated_15701700,FLJ20154
3708,CSR_Activated_15701700,FLJ20331
3709,CSR_Activated_15701700,FLJ21016
3710,CSR_Activated_15701700,FLJ21986
3711,CSR_Activated_15701700,FLJ23462
3712,CSR_Activated_15701700,FLJ23468
3713,CSR_Activated_15701700,FLJ30532
3714,CSR_Activated_15701700,FLJ30574
3715,CSR_Activated_15701700,FLJ31033
3716,CSR_Activated_15701700,FLJ32731
3717,CSR_Activated_15701700,FLJ32915
3718,CSR_Activated_15701700,FLJ90754
3719,CSR_Activated_15701700,FLJ90798
3720,CSR_Activated_15701700,FLNC
3721,CSR_Activated_15701700,FRSB
3722,CSR_Activated_15701700,FYCO1
3723,CSR_Activated_15701700,GABARAPL1
3724,CSR_Activated_15701700,GABBR1
3725,CSR_Activated_15701700,GATM
3726,CSR_Activated_15701700,GG2-1
3727,CSR_Activated_15701700,GGH
3728,CSR_Activated_15701700,GLS
3729,CSR_Activated_15701700,GNG11
3730,CSR_Activated_15701700,GPLD1
3731,CSR_Activated_15701700,GPR124
3732,CSR_Activated_15701700,GSN
3733,CSR_Activated_15701700,H2AFZ
3734,CSR_Activated_15701700,H2AV
3735,CSR_Activated_15701700,HAS2
3736,CSR_Activated_15701700,HDAC5
3737,CSR_Activated_15701700,HECA
3738,CSR_Activated_15701700,HMGB1
3739,CSR_Activated_15701700,HMGCS1
3740,CSR_Activated_15701700,HMGN2
3741,CSR_Activated_15701700,HN1L
3742,CSR_Activated_15701700,HNRPA2B1
3743,CSR_Activated_15701700,HNRPR
3744,CSR_Activated_15701700,HRB2
3745,CSR_Activated_15701700,HRI
3746,CSR_Activated_15701700,HSPC111
3747,CSR_Activated_15701700,HSU79274
3748,CSR_Activated_15701700,ID2
3749,CSR_Activated_15701700,ID3
3750,CSR_Activated_15701700,IDI1
3751,CSR_Activated_15701700,IFRD2
3752,CSR_Activated_15701700,IGBP1
3753,CSR_Activated_15701700,IL1R1
3754,CSR_Activated_15701700,IL6ST
3755,CSR_Activated_15701700,IL7R
3756,CSR_Activated_15701700,IMP4
3757,CSR_Activated_15701700,INSIG1
3758,CSR_Activated_15701700,IPO4
3759,CSR_Activated_15701700,ITGA6
3760,CSR_Activated_15701700,ITPKB
3761,CSR_Activated_15701700,JAG1
3762,CSR_Activated_15701700,JTV1
3763,CSR_Activated_15701700,KAI1
3764,CSR_Activated_15701700,KEO4
3765,CSR_Activated_15701700,KIAA0090
3766,CSR_Activated_15701700,KIAA0095
3767,CSR_Activated_15701700,KIAA0323
3768,CSR_Activated_15701700,KIAA0342
3769,CSR_Activated_15701700,KIAA0367
3770,CSR_Activated_15701700,KIAA0874
3771,CSR_Activated_15701700,KIAA1036
3772,CSR_Activated_15701700,KIAA1109
3773,CSR_Activated_15701700,KIAA1228
3774,CSR_Activated_15701700,KIAA1268
3775,CSR_Activated_15701700,KIAA1305
3776,CSR_Activated_15701700,KIAA1363
3777,CSR_Activated_15701700,KIAA1536
3778,CSR_Activated_15701700,KIAA1554
3779,CSR_Activated_15701700,KIAA1720
3780,CSR_Activated_15701700,KIAA1946
3781,CSR_Activated_15701700,KIT
3782,CSR_Activated_15701700,KLHL5
3783,CSR_Activated_15701700,LDB1
3784,CSR_Activated_15701700,LDLR
3785,CSR_Activated_15701700,LIPA
3786,CSR_Activated_15701700,LMNB2
3787,CSR_Activated_15701700,LOC115106
3788,CSR_Activated_15701700,LOC115294
3789,CSR_Activated_15701700,LOC129401
3790,CSR_Activated_15701700,LOC153222
3791,CSR_Activated_15701700,LOC169611
3792,CSR_Activated_15701700,LOC201562
3793,CSR_Activated_15701700,LOC201895
3794,CSR_Activated_15701700,LOC221810
3795,CSR_Activated_15701700,LOC253263
3796,CSR_Activated_15701700,LOC284018
3797,CSR_Activated_15701700,LOC284436
3798,CSR_Activated_15701700,LOC285362
3799,CSR_Activated_15701700,LOC339924
3800,CSR_Activated_15701700,LOC51128
3801,CSR_Activated_15701700,LOC51279
3802,CSR_Activated_15701700,LOC51668
3803,CSR_Activated_15701700,LOC56757
3804,CSR_Activated_15701700,LOC56902
3805,CSR_Activated_15701700,LOC56926
3806,CSR_Activated_15701700,LOC93081
3807,CSR_Activated_15701700,LOXL2
3808,CSR_Activated_15701700,LPIN1
3809,CSR_Activated_15701700,LRIG2
3810,CSR_Activated_15701700,LRP1
3811,CSR_Activated_15701700,LSM3
3812,CSR_Activated_15701700,LSM4
3813,CSR_Activated_15701700,LSS
3814,CSR_Activated_15701700,LUM
3815,CSR_Activated_15701700,LYAR
3816,CSR_Activated_15701700,MAF
3817,CSR_Activated_15701700,MAN1A1
3818,CSR_Activated_15701700,MAP3K8
3819,CSR_Activated_15701700,MAPRE1
3820,CSR_Activated_15701700,MBP
3821,CSR_Activated_15701700,MCM3
3822,CSR_Activated_15701700,MCM7
3823,CSR_Activated_15701700,MCP
3824,CSR_Activated_15701700,MCT-1
3825,CSR_Activated_15701700,MEF2D
3826,CSR_Activated_15701700,MEP50
3827,CSR_Activated_15701700,MET
3828,CSR_Activated_15701700,MFGE8
3829,CSR_Activated_15701700,MGC10200
3830,CSR_Activated_15701700,MGC10500
3831,CSR_Activated_15701700,MGC10974
3832,CSR_Activated_15701700,MGC11266
3833,CSR_Activated_15701700,MGC13047
3834,CSR_Activated_15701700,MGC13170
3835,CSR_Activated_15701700,MGC14480
3836,CSR_Activated_15701700,MGC15429
3837,CSR_Activated_15701700,MGC17330
3838,CSR_Activated_15701700,MGC3101
3839,CSR_Activated_15701700,MGC39820
3840,CSR_Activated_15701700,MGC4170
3841,CSR_Activated_15701700,MGC4308
3842,CSR_Activated_15701700,MGC4825
3843,CSR_Activated_15701700,MIG-6
3844,CSR_Activated_15701700,MKKS
3845,CSR_Activated_15701700,MNAT1
3846,CSR_Activated_15701700,MRF2
3847,CSR_Activated_15701700,MRPL12
3848,CSR_Activated_15701700,MRPL37
3849,CSR_Activated_15701700,MRPS16
3850,CSR_Activated_15701700,MRPS28
3851,CSR_Activated_15701700,MSN
3852,CSR_Activated_15701700,MT1F
3853,CSR_Activated_15701700,MT3
3854,CSR_Activated_15701700,MTH2
3855,CSR_Activated_15701700,MTHFD1
3856,CSR_Activated_15701700,MVD
3857,CSR_Activated_15701700,MXI1
3858,CSR_Activated_15701700,MYBL1
3859,CSR_Activated_15701700,MYBL2
3860,CSR_Activated_15701700,MYCBP
3861,CSR_Activated_15701700,MYL6
3862,CSR_Activated_15701700,NCOA3
3863,CSR_Activated_15701700,NIFU
3864,CSR_Activated_15701700,NLN
3865,CSR_Activated_15701700,NME1
3866,CSR_Activated_15701700,NOLA2
3867,CSR_Activated_15701700,NUDT1
3868,CSR_Activated_15701700,NUP107
3869,CSR_Activated_15701700,NUPL1
3870,CSR_Activated_15701700,NUTF2
3871,CSR_Activated_15701700,OIP2
3872,CSR_Activated_15701700,OSBPL8
3873,CSR_Activated_15701700,P8
3874,CSR_Activated_15701700,PA26
3875,CSR_Activated_15701700,PA2G4
3876,CSR_Activated_15701700,PAICS
3877,CSR_Activated_15701700,PBXIP1
3878,CSR_Activated_15701700,PCNT1
3879,CSR_Activated_15701700,PCSK7
3880,CSR_Activated_15701700,PDAP1
3881,CSR_Activated_15701700,PDK2
3882,CSR_Activated_15701700,PFKP
3883,CSR_Activated_15701700,PFN1
3884,CSR_Activated_15701700,PGCP
3885,CSR_Activated_15701700,PHACS
3886,CSR_Activated_15701700,PITPNC1
3887,CSR_Activated_15701700,PKIG
3888,CSR_Activated_15701700,PLA2R1
3889,CSR_Activated_15701700,PLAUR
3890,CSR_Activated_15701700,PLD3
3891,CSR_Activated_15701700,PLG
3892,CSR_Activated_15701700,PLOD2
3893,CSR_Activated_15701700,PLU-1
3894,CSR_Activated_15701700,PLXNB1
3895,CSR_Activated_15701700,PNN
3896,CSR_Activated_15701700,POLE2
3897,CSR_Activated_15701700,POLR3K
3898,CSR_Activated_15701700,POR
3899,CSR_Activated_15701700,PPIH
3900,CSR_Activated_15701700,PROL2
3901,CSR_Activated_15701700,PSMA7
3902,CSR_Activated_15701700,PSMC3
3903,CSR_Activated_15701700,PSMD12
3904,CSR_Activated_15701700,PSMD14
3905,CSR_Activated_15701700,PSMD2
3906,CSR_Activated_15701700,PTPRU
3907,CSR_Activated_15701700,PTS
3908,CSR_Activated_15701700,RAB11-FIP2
3909,CSR_Activated_15701700,RARRES3
3910,CSR_Activated_15701700,RBM14
3911,CSR_Activated_15701700,RBMX
3912,CSR_Activated_15701700,REV3L
3913,CSR_Activated_15701700,RFC3
3914,CSR_Activated_15701700,RNASEH2A
3915,CSR_Activated_15701700,RNASEP1
3916,CSR_Activated_15701700,RNF138
3917,CSR_Activated_15701700,RNF41
3918,CSR_Activated_15701700,RPN1
3919,CSR_Activated_15701700,RRM2B
3920,CSR_Activated_15701700,RUVBL1
3921,CSR_Activated_15701700,SATB1
3922,CSR_Activated_15701700,SBP1
3923,CSR_Activated_15701700,SC4MOL
3924,CSR_Activated_15701700,SCD
3925,CSR_Activated_15701700,SDC1
3926,CSR_Activated_15701700,SDFR1
3927,CSR_Activated_15701700,SELENBP1
3928,CSR_Activated_15701700,SEMACAP3
3929,CSR_Activated_15701700,SERPING1
3930,CSR_Activated_15701700,SES2
3931,CSR_Activated_15701700,SFRS10
3932,CSR_Activated_15701700,SFRS2
3933,CSR_Activated_15701700,SFTPB
3934,CSR_Activated_15701700,SLC16A1
3935,CSR_Activated_15701700,SLC25A5
3936,CSR_Activated_15701700,SLC35E2
3937,CSR_Activated_15701700,SLC40A1
3938,CSR_Activated_15701700,SLC5A3
3939,CSR_Activated_15701700,SLPI
3940,CSR_Activated_15701700,SMC2L1
3941,CSR_Activated_15701700,SMS
3942,CSR_Activated_15701700,SMURF2
3943,CSR_Activated_15701700,SNRP70
3944,CSR_Activated_15701700,SNRPA
3945,CSR_Activated_15701700,SNRPA1
3946,CSR_Activated_15701700,SNRPB
3947,CSR_Activated_15701700,SNRPC
3948,CSR_Activated_15701700,SNRPD1
3949,CSR_Activated_15701700,SNRPE
3950,CSR_Activated_15701700,SQLE
3951,CSR_Activated_15701700,SQRDL
3952,CSR_Activated_15701700,SRM
3953,CSR_Activated_15701700,SSR3
3954,CSR_Activated_15701700,SSSCA1
3955,CSR_Activated_15701700,STK17A
3956,CSR_Activated_15701700,STK18
3957,CSR_Activated_15701700,SVIL
3958,CSR_Activated_15701700,TAGLN
3959,CSR_Activated_15701700,TBRG1
3960,CSR_Activated_15701700,TCEB1
3961,CSR_Activated_15701700,TCTEL1
3962,CSR_Activated_15701700,TFPI2
3963,CSR_Activated_15701700,TIM50L
3964,CSR_Activated_15701700,TIMP2
3965,CSR_Activated_15701700,TNFAIP2
3966,CSR_Activated_15701700,TNFRSF12A
3967,CSR_Activated_15701700,TNFSF12
3968,CSR_Activated_15701700,TNXB
3969,CSR_Activated_15701700,TOMM40
3970,CSR_Activated_15701700,TP53INP1
3971,CSR_Activated_15701700,TPI1
3972,CSR_Activated_15701700,TPM1
3973,CSR_Activated_15701700,TPM2
3974,CSR_Activated_15701700,TRIM22
3975,CSR_Activated_15701700,TSC22
3976,CSR_Activated_15701700,TUBA1
3977,CSR_Activated_15701700,TUBG1
3978,CSR_Activated_15701700,TXNL2
3979,CSR_Activated_15701700,UAP1
3980,CSR_Activated_15701700,UBE2J1
3981,CSR_Activated_15701700,UMPK
3982,CSR_Activated_15701700,UMPS
3983,CSR_Activated_15701700,VAMP4
3984,CSR_Activated_15701700,VDAC1
3985,CSR_Activated_15701700,VIL2
3986,CSR_Activated_15701700,WBP2
3987,CSR_Activated_15701700,WDHD1
3988,CSR_Activated_15701700,WSB1
3989,CSR_Activated_15701700,WSB2
3990,CSR_Activated_15701700,WTAP
3991,CSR_Activated_15701700,ZFP106
3992,CSR_Activated_15701700,ZNF151
3993,CSR_Activated_15701700,ZNF219
3994,CSR_Activated_15701700,ZNF36
3995,CSR_Activated_15701700,ZNF83
3996,LYM,CD53
3997,LYM,SASH3
3998,LYM,IL10RA
3999,LYM,NCKAP1L
4000,LYM,LCP2
4001,LYM,ITGAL
4002,LYM,CCR5
4003,LYM,CD4
4004,LYM,MYO1F
4005,LYM,ARHGAP30
4006,IFIT3,IFIT3
4007,IFIT3,IFI44L
4008,IFIT3,IFIT1
4009,IFIT3,RSAD2
4010,IFIT3,MX1
4011,IFIT3,IFI44
4012,IFIT3,OAS2
4013,IFIT3,CMPK2
4014,IFIT3,IFI6
4015,IFIT3,IFIT2
4016,G_GIMAP4,GIMAP4
4017,G_GIMAP4,GIMAP5
4018,G_GIMAP4,GIMAP6
4019,G_GIMAP4,GIMAP8
4020,G_GIMAP4,GIMAP7
4021,G_GIMAP4,GIMAP1
4022,G_SLAMF6,SLAMF6
4023,G_SLAMF6,SLAMF7
4024,G_SLAMF6,CD48
4025,G_SLAMF6,LY9
4026,G_SLAMF6,SLAMF1
4027,G_SLAMF6,ARHGAP30
4028,G_SLAMF6,SLAMF8
4029,G_LILRB4,LILRB4
4030,G_LILRB4,LILRB2
4031,G_LILRB4,LAIR1
4032,G_LILRB4,LILRB1
4033,G_LILRB4,LILRB3
4034,G_LILRB4,LILRA6
4035,G_LILRB4,OSCAR
4036,G_SIGLEC9,SIGLEC9
4037,G_SIGLEC9,SIGLEC7
4038,G_SIGLEC9,FPR3
4039,G_SIGLEC9,SIGLEC5
4040,G_SIGLEC9,CD33
4041,G_SIGLEC9,SIGLEC10
4042,G_SIGLEC9,SIGLEC14
4043,G_SIGLEC9,FPR1
4044,G_CYTH4,CYTH4
4045,G_CYTH4,NCF4
4046,G_CYTH4,RAC2
4047,G_CYTH4,IL2RB
4048,G_CYTH4,CSF2RB
4049,G_CD3E,CD3E
4050,G_CD3E,CD3D
4051,G_CD3E,IL10RA
4052,G_CD3E,AMICA1
4053,G_CD3E,CD3G
