,SetName,Gene
2350,HER2_Immune_PCA_18006808,MAP1B
2351,HER2_Immune_PCA_18006808,MAP4
2352,HER2_Immune_PCA_18006808,MATK
2353,HER2_Immune_PCA_18006808,MBP
2354,HER2_Immune_PCA_18006808,MEF2C
2355,HER2_Immune_PCA_18006808,MFNG
2356,HER2_Immune_PCA_18006808,MICB
2357,HER2_Immune_PCA_18006808,CXCL9
2358,HER2_Immune_PCA_18006808,MNDA
2359,HER2_Immune_PCA_18006808,MPP1
2360,HER2_Immune_PCA_18006808,MRC1
2361,HER2_Immune_PCA_18006808,MYO1F
2362,HER2_Immune_PCA_18006808,MTX1
2363,HER2_Immune_PCA_18006808,MYD88
2364,HER2_Immune_PCA_18006808,MYH10
2365,HER2_Immune_PCA_18006808,MYO1D
2366,HER2_Immune_PCA_18006808,MYO6
2367,HER2_Immune_PCA_18006808,MYO7A
2368,HER2_Immune_PCA_18006808,NUBP1
2369,HER2_Immune_PCA_18006808,NELL2
2370,HER2_Immune_PCA_18006808,NF1
2371,HER2_Immune_PCA_18006808,NFATC3
2372,HER2_Immune_PCA_18006808,NFKBIA
2373,HER2_Immune_PCA_18006808,NFKBIE
2374,HER2_Immune_PCA_18006808,NKG7
2375,HER2_Immune_PCA_18006808,NPAT
2376,HER2_Immune_PCA_18006808,OAZ1
2377,HER2_Immune_PCA_18006808,OPHN1
2378,HER2_Immune_PCA_18006808,P2RX5
2379,HER2_Immune_PCA_18006808,P2RX7
2380,HER2_Immune_PCA_18006808,PARN
2381,HER2_Immune_PCA_18006808,PAX1
2382,HER2_Immune_PCA_18006808,PAX5
2383,HER2_Immune_PCA_18006808,PFKFB4
2384,HER2_Immune_PCA_18006808,PGM3
2385,HER2_Immune_PCA_18006808,ABCB1
2386,HER2_Immune_PCA_18006808,PHKA1
2387,HER2_Immune_PCA_18006808,SERPINB9
2388,HER2_Immune_PCA_18006808,PIM1
2389,HER2_Immune_PCA_18006808,PIK3CD
2390,HER2_Immune_PCA_18006808,PIP4K2A
2391,HER2_Immune_PCA_18006808,PKP2
2392,HER2_Immune_PCA_18006808,PLCG2
2393,HER2_Immune_PCA_18006808,PLEK
2394,HER2_Immune_PCA_18006808,PLOD2
2395,HER2_Immune_PCA_18006808,PLSCR1
2396,HER2_Immune_PCA_18006808,PNOC
2397,HER2_Immune_PCA_18006808,PNLIPRP1
2398,HER2_Immune_PCA_18006808,POU2AF1
2399,HER2_Immune_PCA_18006808,POU2F1
2400,HER2_Immune_PCA_18006808,PPIC
2401,HER2_Immune_PCA_18006808,PPP1CB
2402,HER2_Immune_PCA_18006808,PPP3CC
2403,HER2_Immune_PCA_18006808,PRCP
2404,HER2_Immune_PCA_18006808,PRF1
2405,HER2_Immune_PCA_18006808,PRKCB
2406,HER2_Immune_PCA_18006808,PRKCQ
2407,HER2_Immune_PCA_18006808,MAPK6
2408,HER2_Immune_PCA_18006808,MAPK9
2409,HER2_Immune_PCA_18006808,PSAP
2410,HER2_Immune_PCA_18006808,PSMB8
2411,HER2_Immune_PCA_18006808,PSMB9
2412,HER2_Immune_PCA_18006808,PSMB10
2413,HER2_Immune_PCA_18006808,PTAFR
2414,HER2_Immune_PCA_18006808,PTGDS
2415,HER2_Immune_PCA_18006808,PTGER4
2416,HER2_Immune_PCA_18006808,PTPN1
2417,HER2_Immune_PCA_18006808,PTPN6
2418,HER2_Immune_PCA_18006808,PTPN7
2419,HER2_Immune_PCA_18006808,PTPN12
2420,HER2_Immune_PCA_18006808,PTPRC
2421,HER2_Immune_PCA_18006808,PTPRCAP
2422,HER2_Immune_PCA_18006808,PTPRF
2423,HER2_Immune_PCA_18006808,ABCD4
2424,HER2_Immune_PCA_18006808,PYCR1
2425,HER2_Immune_PCA_18006808,PYGB
2426,HER2_Immune_PCA_18006808,RAB2A
2427,HER2_Immune_PCA_18006808,RAB3IL1
2428,HER2_Immune_PCA_18006808,RAC1
2429,HER2_Immune_PCA_18006808,RAC2
2430,HER2_Immune_PCA_18006808,RARRES3
2431,HER2_Immune_PCA_18006808,RASA2
2432,HER2_Immune_PCA_18006808,RELB
2433,HER2_Immune_PCA_18006808,RFX5
2434,HER2_Immune_PCA_18006808,RGS10
2435,HER2_Immune_PCA_18006808,RGS13
2436,HER2_Immune_PCA_18006808,RNASE6
2437,HER2_Immune_PCA_18006808,RPL23A
2438,HER2_Immune_PCA_18006808,RPL27A
2439,HER2_Immune_PCA_18006808,RPLP2
2440,HER2_Immune_PCA_18006808,RPS6KA3
2441,HER2_Immune_PCA_18006808,RPS28
2442,HER2_Immune_PCA_18006808,RTN2
2443,HER2_Immune_PCA_18006808,MSMO1
2444,HER2_Immune_PCA_18006808,SCP2
2445,HER2_Immune_PCA_18006808,CCL2
2446,HER2_Immune_PCA_18006808,CCL5
2447,HER2_Immune_PCA_18006808,CCL8
2448,HER2_Immune_PCA_18006808,CCL13
2449,HER2_Immune_PCA_18006808,CCL18
2450,HER2_Immune_PCA_18006808,CCL19
2451,HER2_Immune_PCA_18006808,CCL23
2452,HER2_Immune_PCA_18006808,CXCL11
2453,HER2_Immune_PCA_18006808,XCL1
2454,HER2_Immune_PCA_18006808,SDC2
2455,HER2_Immune_PCA_18006808,SELL
2456,HER2_Immune_PCA_18006808,SELP
2457,HER2_Immune_PCA_18006808,SELPLG
2458,HER2_Immune_PCA_18006808,SEPP1
2459,HER2_Immune_PCA_18006808,SLA
2460,HER2_Immune_PCA_18006808,SLAMF1
2461,HER2_Immune_PCA_18006808,SLC1A3
2462,HER2_Immune_PCA_18006808,SLC5A5
2463,HER2_Immune_PCA_18006808,SNRPC
2464,HER2_Immune_PCA_18006808,SOD2
2465,HER2_Immune_PCA_18006808,SOX4
2466,HER2_Immune_PCA_18006808,SP4
2467,HER2_Immune_PCA_18006808,SPI1
2468,HER2_Immune_PCA_18006808,SPIB
2469,HER2_Immune_PCA_18006808,SPP1
2470,HER2_Immune_PCA_18006808,SPRR1A
2471,HER2_Immune_PCA_18006808,TRIM21
2472,HER2_Immune_PCA_18006808,STAT1
2473,HER2_Immune_PCA_18006808,STAT4
2474,HER2_Immune_PCA_18006808,STAT5A
2475,HER2_Immune_PCA_18006808,STK10
2476,HER2_Immune_PCA_18006808,SYK
2477,HER2_Immune_PCA_18006808,TAP1
2478,HER2_Immune_PCA_18006808,TAP2
2479,HER2_Immune_PCA_18006808,TBXA2R
2480,HER2_Immune_PCA_18006808,TCF7
2481,HER2_Immune_PCA_18006808,TCN2
2482,HER2_Immune_PCA_18006808,TRA
2483,HER2_Immune_PCA_18006808,DYNLT3
2484,HER2_Immune_PCA_18006808,TGFB1I1
2485,HER2_Immune_PCA_18006808,THBS1
2486,HER2_Immune_PCA_18006808,THBS2
2487,HER2_Immune_PCA_18006808,TIAM1
2488,HER2_Immune_PCA_18006808,TIMP3
2489,HER2_Immune_PCA_18006808,TJP1
2490,HER2_Immune_PCA_18006808,TLR1
2491,HER2_Immune_PCA_18006808,TLR2
2492,HER2_Immune_PCA_18006808,TNF
2493,HER2_Immune_PCA_18006808,TNNC2
2494,HER2_Immune_PCA_18006808,TNFAIP3
2495,HER2_Immune_PCA_18006808,TNFRSF1B
2496,HER2_Immune_PCA_18006808,TPM1
2497,HER2_Immune_PCA_18006808,TPMT
2498,HER2_Immune_PCA_18006808,NR2C2
2499,HER2_Immune_PCA_18006808,TRAF1
2500,HER2_Immune_PCA_18006808,PHLDA2
2501,HER2_Immune_PCA_18006808,TTC3
2502,HER2_Immune_PCA_18006808,TYROBP
2503,HER2_Immune_PCA_18006808,UBA7
2504,HER2_Immune_PCA_18006808,VAV1
2505,HER2_Immune_PCA_18006808,VCAM1
2506,HER2_Immune_PCA_18006808,VCL
2507,HER2_Immune_PCA_18006808,VEGFA
2508,HER2_Immune_PCA_18006808,VLDLR
2509,HER2_Immune_PCA_18006808,WARS
2510,HER2_Immune_PCA_18006808,WAS
2511,HER2_Immune_PCA_18006808,WIPF1
2512,HER2_Immune_PCA_18006808,LAT2
2513,HER2_Immune_PCA_18006808,XPNPEP2
2514,HER2_Immune_PCA_18006808,ZAP70
2515,HER2_Immune_PCA_18006808,TRIM25
2516,HER2_Immune_PCA_18006808,LAPTM5
2517,HER2_Immune_PCA_18006808,PXDN
2518,HER2_Immune_PCA_18006808,CXCR4
2519,HER2_Immune_PCA_18006808,LST1
2520,HER2_Immune_PCA_18006808,NUP214
2521,HER2_Immune_PCA_18006808,PDHX
2522,HER2_Immune_PCA_18006808,TCL1A
2523,HER2_Immune_PCA_18006808,ELL
2524,HER2_Immune_PCA_18006808,GTPBP6
2525,HER2_Immune_PCA_18006808,USP9X
2526,HER2_Immune_PCA_18006808,HIST1H2BO
2527,HER2_Immune_PCA_18006808,SNHG3
2528,HER2_Immune_PCA_18006808,RECK
2529,HER2_Immune_PCA_18006808,SOAT2
2530,HER2_Immune_PCA_18006808,DHX16
2531,HER2_Immune_PCA_18006808,GPR65
2532,HER2_Immune_PCA_18006808,MAP4K3
2533,HER2_Immune_PCA_18006808,CNTNAP1
2534,HER2_Immune_PCA_18006808,NDST2
2535,HER2_Immune_PCA_18006808,KCNAB2
2536,HER2_Immune_PCA_18006808,GAS7
2537,HER2_Immune_PCA_18006808,CST7
2538,HER2_Immune_PCA_18006808,CAMK1
2539,HER2_Immune_PCA_18006808,APOL1
2540,HER2_Immune_PCA_18006808,BHLHE40
2541,HER2_Immune_PCA_18006808,PDLIM4
2542,HER2_Immune_PCA_18006808,SKAP1
2543,HER2_Immune_PCA_18006808,ABCB11
2544,HER2_Immune_PCA_18006808,S1PR4
2545,HER2_Immune_PCA_18006808,TNFRSF25
2546,HER2_Immune_PCA_18006808,EED
2547,HER2_Immune_PCA_18006808,TNFSF14
2548,HER2_Immune_PCA_18006808,TNFRSF14
2549,HER2_Immune_PCA_18006808,RAB11A
2550,HER2_Immune_PCA_18006808,TNFRSF6B
2551,HER2_Immune_PCA_18006808,IL18RAP
2552,HER2_Immune_PCA_18006808,IL18R1
2553,HER2_Immune_PCA_18006808,CD84
2554,HER2_Immune_PCA_18006808,KAT2B
2555,HER2_Immune_PCA_18006808,VNN2
2556,HER2_Immune_PCA_18006808,FAM127A
2557,HER2_Immune_PCA_18006808,FUBP3
2558,HER2_Immune_PCA_18006808,P4HA2
2559,HER2_Immune_PCA_18006808,F2RL3
2560,HER2_Immune_PCA_18006808,MAP3K14
2561,HER2_Immune_PCA_18006808,BRSK2
2562,HER2_Immune_PCA_18006808,TM4SF5
2563,HER2_Immune_PCA_18006808,DOK2
2564,HER2_Immune_PCA_18006808,SH2D2A
2565,HER2_Immune_PCA_18006808,PSTPIP1
2566,HER2_Immune_PCA_18006808,SLC7A7
2567,HER2_Immune_PCA_18006808,FCGR2C
2568,HER2_Immune_PCA_18006808,NMI
2569,HER2_Immune_PCA_18006808,ARHGEF1
2570,HER2_Immune_PCA_18006808,FAIM3
2571,HER2_Immune_PCA_18006808,IL32
2572,HER2_Immune_PCA_18006808,UBE2L6
2573,HER2_Immune_PCA_18006808,STK17A
2574,HER2_Immune_PCA_18006808,CD83
2575,HER2_Immune_PCA_18006808,CD163
2576,HER2_Immune_PCA_18006808,SLC22A6
2577,HER2_Immune_PCA_18006808,LPXN
2578,HER2_Immune_PCA_18006808,CHST2
2579,HER2_Immune_PCA_18006808,AIM2
2580,HER2_Immune_PCA_18006808,MAP4K4
2581,HER2_Immune_PCA_18006808,ITM2A
2582,HER2_Immune_PCA_18006808,HOMER1
2583,HER2_Immune_PCA_18006808,ARHGEF6
2584,HER2_Immune_PCA_18006808,IL27RA
2585,HER2_Immune_PCA_18006808,PCYT1B
2586,HER2_Immune_PCA_18006808,THEMIS2
2587,HER2_Immune_PCA_18006808,MAGED1
2588,HER2_Immune_PCA_18006808,GMFG
2589,HER2_Immune_PCA_18006808,BRE
2590,HER2_Immune_PCA_18006808,PREPL
2591,HER2_Immune_PCA_18006808,CYTIP
2592,HER2_Immune_PCA_18006808,NFE2L3
2593,HER2_Immune_PCA_18006808,ZNF592
2594,HER2_Immune_PCA_18006808,IKBKE
2595,HER2_Immune_PCA_18006808,MICAL2
2596,HER2_Immune_PCA_18006808,RALGPS1
2597,HER2_Immune_PCA_18006808,FAM53B
2598,HER2_Immune_PCA_18006808,VGLL4
2599,HER2_Immune_PCA_18006808,HERPUD1
2600,HER2_Immune_PCA_18006808,KIAA0226
2601,HER2_Immune_PCA_18006808,ACAP1
2602,HER2_Immune_PCA_18006808,FAM65B
2603,HER2_Immune_PCA_18006808,RASSF2
2604,HER2_Immune_PCA_18006808,SPOCK2
2605,HER2_Immune_PCA_18006808,KIAA0125
2606,HER2_Immune_PCA_18006808,TESPA1
2607,HER2_Immune_PCA_18006808,HEPH
2608,HER2_Immune_PCA_18006808,ELMO1
2609,HER2_Immune_PCA_18006808,TRANK1
2610,HER2_Immune_PCA_18006808,NUAK1
2611,HER2_Immune_PCA_18006808,LPGAT1
2612,HER2_Immune_PCA_18006808,P2RY14
2613,HER2_Immune_PCA_18006808,ARHGAP25
2614,HER2_Immune_PCA_18006808,GOLGA5
2615,HER2_Immune_PCA_18006808,NR1H3
2616,HER2_Immune_PCA_18006808,TSPAN32
2617,HER2_Immune_PCA_18006808,ARL4A
2618,HER2_Immune_PCA_18006808,EBI3
2619,HER2_Immune_PCA_18006808,CTDSPL
2620,HER2_Immune_PCA_18006808,KLRG1
2621,HER2_Immune_PCA_18006808,CD96
2622,HER2_Immune_PCA_18006808,RASGRP2
2623,HER2_Immune_PCA_18006808,IGSF6
2624,HER2_Immune_PCA_18006808,ZMPSTE24
2625,HER2_Immune_PCA_18006808,AKAP8
2626,HER2_Immune_PCA_18006808,LILRB2
2627,HER2_Immune_PCA_18006808,NMUR1
2628,HER2_Immune_PCA_18006808,IKZF1
2629,HER2_Immune_PCA_18006808,TRIM22
2630,HER2_Immune_PCA_18006808,BTN3A3
2631,HER2_Immune_PCA_18006808,BTN2A2
2632,HER2_Immune_PCA_18006808,SCML2
2633,HER2_Immune_PCA_18006808,ATP8A1
2634,HER2_Immune_PCA_18006808,CDIPT
2635,HER2_Immune_PCA_18006808,IFI30
2636,HER2_Immune_PCA_18006808,TACC3
2637,HER2_Immune_PCA_18006808,CLEC10A
2638,HER2_Immune_PCA_18006808,SEMA4D
2639,HER2_Immune_PCA_18006808,UBD
2640,HER2_Immune_PCA_18006808,BATF
2641,HER2_Immune_PCA_18006808,CXCL13
2642,HER2_Immune_PCA_18006808,GNLY
2643,HER2_Immune_PCA_18006808,SORBS1
2644,HER2_Immune_PCA_18006808,IFITM2
2645,HER2_Immune_PCA_18006808,PDLIM5
2646,HER2_Immune_PCA_18006808,TXNIP
2647,HER2_Immune_PCA_18006808,CELF2
2648,HER2_Immune_PCA_18006808,CXCR6
2649,HER2_Immune_PCA_18006808,VAMP5
2650,HER2_Immune_PCA_18006808,LILRB1
2651,HER2_Immune_PCA_18006808,ADAM28
2652,HER2_Immune_PCA_18006808,ARID5A
2653,HER2_Immune_PCA_18006808,FGL2
2654,HER2_Immune_PCA_18006808,BTNL3
2655,HER2_Immune_PCA_18006808,COPS8
2656,HER2_Immune_PCA_18006808,MSL3
2657,HER2_Immune_PCA_18006808,IFI44L
2658,HER2_Immune_PCA_18006808,FERMT2
2659,HER2_Immune_PCA_18006808,LILRB4
2660,HER2_Immune_PCA_18006808,KDELR3
2661,HER2_Immune_PCA_18006808,LILRA2
2662,HER2_Immune_PCA_18006808,RAB31
2663,HER2_Immune_PCA_18006808,PIM2
2664,HER2_Immune_PCA_18006808,ESM1
2665,HER2_Immune_PCA_18006808,ADAM30
2666,HER2_Immune_PCA_18006808,BTN3A2
2667,HER2_Immune_PCA_18006808,BTN3A1
2668,HER2_Immune_PCA_18006808,BTN2A1
2669,HER2_Immune_PCA_18006808,CD160
2670,HER2_Immune_PCA_18006808,CORO1A
2671,HER2_Immune_PCA_18006808,MAP4K1
2672,HER2_Immune_PCA_18006808,SEC63
2673,HER2_Immune_PCA_18006808,SP140
2674,HER2_Immune_PCA_18006808,TREX1
2675,HER2_Immune_PCA_18006808,SLCO2B1
2676,HER2_Immune_PCA_18006808,TFEC
2677,HER2_Immune_PCA_18006808,NTNG1
2678,HER2_Immune_PCA_18006808,NLRP1
2679,HER2_Immune_PCA_18006808,SEC31A
2680,HER2_Immune_PCA_18006808,CARD8
2681,HER2_Immune_PCA_18006808,KLRK1
2682,HER2_Immune_PCA_18006808,PDCD11
2683,HER2_Immune_PCA_18006808,MAST3
2684,HER2_Immune_PCA_18006808,KIF21B
2685,HER2_Immune_PCA_18006808,FNBP1
2686,HER2_Immune_PCA_18006808,SETX
2687,HER2_Immune_PCA_18006808,CMTR1
2688,HER2_Immune_PCA_18006808,06-Sep
2689,HER2_Immune_PCA_18006808,PASK
2690,HER2_Immune_PCA_18006808,RGL1
2691,HER2_Immune_PCA_18006808,RFTN1
2692,HER2_Immune_PCA_18006808,CYFIP1
2693,HER2_Immune_PCA_18006808,SYT11
2694,HER2_Immune_PCA_18006808,FBXO28
2695,HER2_Immune_PCA_18006808,NUP210
2696,HER2_Immune_PCA_18006808,PLCL2
2697,HER2_Immune_PCA_18006808,SEL1L3
2698,HER2_Immune_PCA_18006808,CAMSAP2
2699,HER2_Immune_PCA_18006808,WWC1
2700,HER2_Immune_PCA_18006808,EHBP1
2701,HER2_Immune_PCA_18006808,PHF15
2702,HER2_Immune_PCA_18006808,SYNE1
2703,HER2_Immune_PCA_18006808,SUN1
2704,HER2_Immune_PCA_18006808,KIAA0895
2705,HER2_Immune_PCA_18006808,ARHGEF18
2706,HER2_Immune_PCA_18006808,PPWD1
2707,HER2_Immune_PCA_18006808,COTL1
2708,HER2_Immune_PCA_18006808,ISCU
2709,HER2_Immune_PCA_18006808,CBX7
2710,HER2_Immune_PCA_18006808,TNFRSF13B
2711,HER2_Immune_PCA_18006808,ZFYVE26
2712,HER2_Immune_PCA_18006808,HMHA1
2713,HER2_Immune_PCA_18006808,LILRA4
2714,HER2_Immune_PCA_18006808,PRG1
2715,HER2_Immune_PCA_18006808,HEBP2
2716,HER2_Immune_PCA_18006808,SH3BP4
2717,HER2_Immune_PCA_18006808,MAFF
2718,HER2_Immune_PCA_18006808,APOL2
2719,HER2_Immune_PCA_18006808,TNFAIP8
2720,HER2_Immune_PCA_18006808,PRKD2
2721,HER2_Immune_PCA_18006808,IFFO1
2722,HER2_Immune_PCA_18006808,SAMHD1
2723,HER2_Immune_PCA_18006808,KBTBD2
2724,HER2_Immune_PCA_18006808,MOXD1
2725,HER2_Immune_PCA_18006808,IPCEF1
2726,HER2_Immune_PCA_18006808,GLCE
2727,HER2_Immune_PCA_18006808,PPP1R16B
2728,HER2_Immune_PCA_18006808,CCDC9
2729,HER2_Immune_PCA_18006808,FBXW2
2730,HER2_Immune_PCA_18006808,PTPN22
2731,HER2_Immune_PCA_18006808,STAP1
2732,HER2_Immune_PCA_18006808,FBXO3
2733,HER2_Immune_PCA_18006808,PLA2G2D
2734,HER2_Immune_PCA_18006808,GALNT8
2735,HER2_Immune_PCA_18006808,CYFIP2
2736,HER2_Immune_PCA_18006808,LAT
2737,HER2_Immune_PCA_18006808,LAMP3
2738,HER2_Immune_PCA_18006808,TSPAN13
2739,HER2_Immune_PCA_18006808,DKK3
2740,HER2_Immune_PCA_18006808,CYTH4
2741,HER2_Immune_PCA_18006808,DISC1
2742,HER2_Immune_PCA_18006808,GPR162
2743,HER2_Immune_PCA_18006808,SIT1
2744,HER2_Immune_PCA_18006808,ADAMDEC1
2745,HER2_Immune_PCA_18006808,P2RY10
2746,HER2_Immune_PCA_18006808,APOBEC3C
2747,HER2_Immune_PCA_18006808,MAT2B
2748,HER2_Immune_PCA_18006808,SLCO3A1
2749,HER2_Immune_PCA_18006808,IGKV1-5
2750,HER2_Immune_PCA_18006808,IGLV2-14
2751,HER2_Immune_PCA_18006808,IGLJ3
2752,HER2_Immune_PCA_18006808,IGKV1D-13
2753,HER2_Immune_PCA_18006808,COA3
2754,HER2_Immune_PCA_18006808,TMEM176B
2755,HER2_Immune_PCA_18006808,CTNNA3
2756,HER2_Immune_PCA_18006808,CLEC2D
2757,HER2_Immune_PCA_18006808,C11orf21
2758,HER2_Immune_PCA_18006808,ICOS
2759,HER2_Immune_PCA_18006808,SNX15
2760,HER2_Immune_PCA_18006808,GPR171
2761,HER2_Immune_PCA_18006808,FTSJ2
2762,HER2_Immune_PCA_18006808,PILRA
2763,HER2_Immune_PCA_18006808,GLTSCR2
2764,HER2_Immune_PCA_18006808,TBX21
2765,HER2_Immune_PCA_18006808,CD209
2766,HER2_Immune_PCA_18006808,TAX1BP3
2767,HER2_Immune_PCA_18006808,PODXL2
2768,HER2_Immune_PCA_18006808,IL21R
2769,HER2_Immune_PCA_18006808,DEF6
2770,HER2_Immune_PCA_18006808,CUZD1
2771,HER2_Immune_PCA_18006808,TRAT1
2772,HER2_Immune_PCA_18006808,C6orf48
2773,HER2_Immune_PCA_18006808,CLEC4A
2774,HER2_Immune_PCA_18006808,NTM
2775,HER2_Immune_PCA_18006808,DESI2
2776,HER2_Immune_PCA_18006808,UBXN1
2777,HER2_Immune_PCA_18006808,LAP3
2778,HER2_Immune_PCA_18006808,ANGPTL4
2779,HER2_Immune_PCA_18006808,INSIG2
2780,HER2_Immune_PCA_18006808,LEF1
2781,HER2_Immune_PCA_18006808,PLEKHO1
2782,HER2_Immune_PCA_18006808,WBP5
2783,HER2_Immune_PCA_18006808,HERC5
2784,HER2_Immune_PCA_18006808,BET1L
2785,HER2_Immune_PCA_18006808,TLR7
2786,HER2_Immune_PCA_18006808,COA4
2787,HER2_Immune_PCA_18006808,GMIP
2788,HER2_Immune_PCA_18006808,PLAC8
2789,HER2_Immune_PCA_18006808,MS4A4A
2790,HER2_Immune_PCA_18006808,PLA1A
2791,HER2_Immune_PCA_18006808,ZNF589
2792,HER2_Immune_PCA_18006808,TRPV2
2793,HER2_Immune_PCA_18006808,NOL7
2794,HER2_Immune_PCA_18006808,BIN2
2795,HER2_Immune_PCA_18006808,SUCO
2796,HER2_Immune_PCA_18006808,CHMP3
2797,HER2_Immune_PCA_18006808,ACSL5
2798,HER2_Immune_PCA_18006808,UIMC1
2799,HER2_Immune_PCA_18006808,CD244
2800,HER2_Immune_PCA_18006808,TUBA8
2801,HER2_Immune_PCA_18006808,CECR1
2802,HER2_Immune_PCA_18006808,NUDT9
2803,HER2_Immune_PCA_18006808,UBASH3A
2804,HER2_Immune_PCA_18006808,S1PR5
2805,HER2_Immune_PCA_18006808,C21orf91
2806,HER2_Immune_PCA_18006808,TREM1
2807,HER2_Immune_PCA_18006808,SH3TC1
2808,HER2_Immune_PCA_18006808,FAM105A
2809,HER2_Immune_PCA_18006808,CPVL
2810,HER2_Immune_PCA_18006808,RHOF
2811,HER2_Immune_PCA_18006808,EPB41L4B
2812,HER2_Immune_PCA_18006808,TMEM106B
2813,HER2_Immune_PCA_18006808,LEPROT
2814,HER2_Immune_PCA_18006808,ASPN
2815,HER2_Immune_PCA_18006808,LAX1
2816,HER2_Immune_PCA_18006808,TXNL4B
2817,HER2_Immune_PCA_18006808,HCFC1R1
2818,HER2_Immune_PCA_18006808,BANK1
2819,HER2_Immune_PCA_18006808,TAPBPL
2820,HER2_Immune_PCA_18006808,PLEKHJ1
2821,HER2_Immune_PCA_18006808,KIAA1551
2822,HER2_Immune_PCA_18006808,ZNF532
2823,HER2_Immune_PCA_18006808,TMEM140
2824,HER2_Immune_PCA_18006808,GIMAP4
2825,HER2_Immune_PCA_18006808,SLC29A3
2826,HER2_Immune_PCA_18006808,C19orf66
2827,HER2_Immune_PCA_18006808,GIMAP5
2828,HER2_Immune_PCA_18006808,PI4K2A
2829,HER2_Immune_PCA_18006808,TMEM176A
2830,HER2_Immune_PCA_18006808,DNAH3
2831,HER2_Immune_PCA_18006808,GALNT10
2832,HER2_Immune_PCA_18006808,DOCK10
2833,HER2_Immune_PCA_18006808,AMBRA1
2834,HER2_Immune_PCA_18006808,BCAS4
2835,HER2_Immune_PCA_18006808,IARS2
2836,HER2_Immune_PCA_18006808,NECAP2
2837,HER2_Immune_PCA_18006808,FAM21B
2838,HER2_Immune_PCA_18006808,DHX32
2839,HER2_Immune_PCA_18006808,WWC3
2840,HER2_Immune_PCA_18006808,ARHGAP15
2841,HER2_Immune_PCA_18006808,BIN3
2842,HER2_Immune_PCA_18006808,MOSPD1
2843,HER2_Immune_PCA_18006808,CRTAM
2844,HER2_Immune_PCA_18006808,SLC2A9
2845,HER2_Immune_PCA_18006808,ASCL3
2846,HER2_Immune_PCA_18006808,SLAMF8
2847,HER2_Immune_PCA_18006808,POGLUT1
2848,HER2_Immune_PCA_18006808,PGLYRP4
2849,HER2_Immune_PCA_18006808,ATP13A1
2850,HER2_Immune_PCA_18006808,RTN4
2851,HER2_Immune_PCA_18006808,GRAMD1B
2852,HER2_Immune_PCA_18006808,MTUS1
2853,HER2_Immune_PCA_18006808,BAHCC1
2854,HER2_Immune_PCA_18006808,WDR48
2855,HER2_Immune_PCA_18006808,SLAMF7
2856,HER2_Immune_PCA_18006808,C6orf47
2857,HER2_Immune_PCA_18006808,CADM3
2858,HER2_Immune_PCA_18006808,CELA2A
2859,HER2_Immune_PCA_18006808,TNN
2860,HER2_Immune_PCA_18006808,GPSM3
2861,HER2_Immune_PCA_18006808,SAMSN1
2862,HER2_Immune_PCA_18006808,RTP4
2863,HER2_Immune_PCA_18006808,DPEP2
2864,HER2_Immune_PCA_18006808,MS4A6A
2865,HER2_Immune_PCA_18006808,NARFL
2866,HER2_Immune_PCA_18006808,CLEC7A
2867,HER2_Immune_PCA_18006808,ACBD3
2868,HER2_Immune_PCA_18006808,PARP12
2869,HER2_Immune_PCA_18006808,BCL11B
2870,HER2_Immune_PCA_18006808,MRPS6
2871,HER2_Immune_PCA_18006808,ZNF747
2872,HER2_Immune_PCA_18006808,PVRIG
2873,HER2_Immune_PCA_18006808,PLEKHF1
2874,HER2_Immune_PCA_18006808,TMEM243
2875,HER2_Immune_PCA_18006808,LILRA6
2876,HER2_Immune_PCA_18006808,ZNF576
2877,HER2_Immune_PCA_18006808,EFHD2
2878,HER2_Immune_PCA_18006808,FCRL2
2879,HER2_Immune_PCA_18006808,ZBED2
2880,HER2_Immune_PCA_18006808,TNFAIP8L2
2881,HER2_Immune_PCA_18006808,PARP8
2882,HER2_Immune_PCA_18006808,ANKRD55
2883,HER2_Immune_PCA_18006808,ARHGAP28
2884,HER2_Immune_PCA_18006808,TREML2
2885,HER2_Immune_PCA_18006808,CPSF7
2886,HER2_Immune_PCA_18006808,PLBD1
2887,HER2_Immune_PCA_18006808,RIN3
2888,HER2_Immune_PCA_18006808,DENND1C
2889,HER2_Immune_PCA_18006808,WLS
2890,HER2_Immune_PCA_18006808,TMEM156
2891,HER2_Immune_PCA_18006808,C14orf159
2892,HER2_Immune_PCA_18006808,ATF7IP2
2893,HER2_Immune_PCA_18006808,HEXA-AS1
2894,HER2_Immune_PCA_18006808,KIAA0226L
2895,HER2_Immune_PCA_18006808,MUS81
2896,HER2_Immune_PCA_18006808,RUNX1-IT1
2897,HER2_Immune_PCA_18006808,CXorf21
2898,HER2_Immune_PCA_18006808,MED28
2899,HER2_Immune_PCA_18006808,TRAF3IP3
2900,HER2_Immune_PCA_18006808,THUMPD2
2901,HER2_Immune_PCA_18006808,LIMD2
2902,HER2_Immune_PCA_18006808,APOL5
2903,HER2_Immune_PCA_18006808,APOL3
2904,HER2_Immune_PCA_18006808,NPL
2905,HER2_Immune_PCA_18006808,SLC2A10
2906,HER2_Immune_PCA_18006808,FAM49A
2907,HER2_Immune_PCA_18006808,PLA2G12A
2908,HER2_Immune_PCA_18006808,ITM2C
2909,HER2_Immune_PCA_18006808,RASSF4
